source_file,abspath,sha256,size_bytes,mtime,experiment,condition,requested_offset_deg,mesh_N,muscle_cols,q_cols,return_status,strict,success,iter_count,final_inf_pr,final_inf_du,final_obj,td_tilt_deg_signed,anterior_tilt_deg,achieved_offset_vs_nomN_deg,mean_tilt_deg,speed_mps,speed_error_pct_vs_nomN,totalTime_s,t0_s,tE_s,warm_start_source,error
pred_sprinting_data_28-October-2023__01-01-40___HTD_Minus_2.mat,C:\Users\T11648sTb\Documents\VSCODE\Pred_Sim_Sprinting\Pred_Sim_Sprinting\Results\pred_sprinting_data_28-October-2023__01-01-40___HTD_Minus_2.mat,b10dad9919a1577d09a266f8be661eb15549159d215b373d612507b7b3e62a0c,4899078,2026-01-16T16:21:07,Haralabidis_TD,HTD_Minus_2,nan,50,151,200,Solve_Succeeded,True,True,8132,1.1299376517781567e-08,3.806336016502197e-07,-116.37715605470987,-8.3081,8.3081,-0.4038,-7.9438,11.647872,-1.7107,0.203089,0.056,0.25909,see_logs,
pred_sprinting_data_28-October-2023__10-08-04___HTD_Minus_4.mat,C:\Users\T11648sTb\Documents\VSCODE\Pred_Sim_Sprinting\Pred_Sim_Sprinting\Results\pred_sprinting_data_28-October-2023__10-08-04___HTD_Minus_4.mat,0d0866c0b03fac0d586442747364eec4f7aadec611bdec7e57c615934d21a998,4622015,2026-01-16T16:21:07,Haralabidis_TD,HTD_Minus_4,nan,50,151,200,Solve_Succeeded,True,True,717,1.2474097810244444e-08,6.157608972142489e-07,-112.87078016925037,-8.9172,8.9172,-1.0129,-8.3431,11.296743,-4.6737,0.194208,0.056,0.25021,see_logs,
pred_sprinting_data_28-October-2023__09-53-48___HTD_Minus_6.mat,C:\Users\T11648sTb\Documents\VSCODE\Pred_Sim_Sprinting\Pred_Sim_Sprinting\Results\pred_sprinting_data_28-October-2023__09-53-48___HTD_Minus_6.mat,777edbc873c523e2d49e6c69ffaefc2c8a8c8c40e5749bca73836772eb23ee6e,4613783,2026-01-16T16:21:07,Haralabidis_TD,HTD_Minus_6,nan,50,151,200,Solve_Succeeded,True,True,404,5.101828737252845e-09,2.810113291053756e-06,-109.77388661370831,-6.8341,6.8341,1.0702,-5.3489,10.987443,-7.2837,0.19668,0.056,0.25268,see_logs,
pred_sprinting_data_27-October-2023__18-13-56___HTD_Plus_2.mat,C:\Users\T11648sTb\Documents\VSCODE\Pred_Sim_Sprinting\Pred_Sim_Sprinting\Results\pred_sprinting_data_27-October-2023__18-13-56___HTD_Plus_2.mat,68fafe598a13da01f2c86dc16540bc0f50e3f549040ea91b75d4af05ae3b4fae,4673231,2026-01-16T16:21:07,Haralabidis_TD,HTD_Plus_2,nan,50,151,200,Solve_Succeeded,True,True,1738,1.928414795302441e-08,3.191776777739831e-06,-118.16551191732015,-6.7544,6.7544,1.1499,-7.561,11.827146,-0.198,0.208842,0.056,0.26484,see_logs,
pred_sprinting_data_26-October-2023__22-16-25___HTD_Plus_4.mat,C:\Users\T11648sTb\Documents\VSCODE\Pred_Sim_Sprinting\Pred_Sim_Sprinting\Results\pred_sprinting_data_26-October-2023__22-16-25___HTD_Plus_4.mat,61ed83a82f9d9f8a5914deabc45154b97f55281ac1aa41d9d4de1e49bfd52bfa,4613668,2026-01-16T16:21:06,Haralabidis_TD,HTD_Plus_4,nan,50,151,200,Solve_Succeeded,True,True,511,4.8147465384017395e-08,1.863010688248491e-06,-118.07030886762493,-5.4618,5.4618,2.4425,-7.2502,11.81694,-0.2841,0.209022,0.056,0.26502,see_logs,
pred_sprinting_data_28-October-2023__10-02-52___HTD_Plus_6.mat,C:\Users\T11648sTb\Documents\VSCODE\Pred_Sim_Sprinting\Pred_Sim_Sprinting\Results\pred_sprinting_data_28-October-2023__10-02-52___HTD_Plus_6.mat,8661495f4aba3072fb928406c70b39773ac6bd86dadd16b71336b4c311488629,4614245,2026-01-16T16:21:07,Haralabidis_TD,HTD_Plus_6,nan,50,151,200,Solve_Succeeded,True,True,455,6.715412667915151e-09,2.2699301643910063e-06,-116.52856661401891,-2.368,2.368,5.5363,-7.0921,11.66373,-1.5769,0.211257,0.056,0.26726,see_logs,
pred_sprinting_data_27-October-2023__11-55-38___IKTD_Minus_2.mat,C:\Users\T11648sTb\Documents\VSCODE\Pred_Sim_Sprinting\Pred_Sim_Sprinting\Results\pred_sprinting_data_27-October-2023__11-55-38___IKTD_Minus_2.mat,48fbf1286bb8a5566d6e29c49121cef2ea15bfa226f0ffc106a0be5ae1bf55de,4623910,2026-01-16T16:21:07,Haralabidis_TD,IKTD_Minus_2,nan,50,151,200,Solve_Succeeded,True,True,680,9.147465146464029e-09,2.2993280589163093e-06,-118.24325293031241,-8.3639,8.3639,-0.4596,-7.8259,11.834453,-0.1363,0.208713,0.056,0.26471,see_logs,
pred_sprinting_data_26-October-2023__23-37-47___IKTD_Minus_4.mat,C:\Users\T11648sTb\Documents\VSCODE\Pred_Sim_Sprinting\Pred_Sim_Sprinting\Results\pred_sprinting_data_26-October-2023__23-37-47___IKTD_Minus_4.mat,63356dee5e9f95a7dc7f7cdb79e3c9ae01a690b19c6666f710f2e970bbdbe362,4629181,2026-01-16T16:21:07,Haralabidis_TD,IKTD_Minus_4,nan,50,151,200,Solve_Succeeded,True,True,827,1.7601769569663972e-08,1.9951436885654024e-06,-118.19954497518881,-8.0584,8.0584,-0.1541,-7.4322,11.83,-0.1739,0.208791,0.056,0.26479,see_logs,
pred_sprinting_data_28-October-2023__13-58-45___IKTD_Minus_6.mat,C:\Users\T11648sTb\Documents\VSCODE\Pred_Sim_Sprinting\Pred_Sim_Sprinting\Results\pred_sprinting_data_28-October-2023__13-58-45___IKTD_Minus_6.mat,dd9e57a930e13f9e5815f1699bcfac41bbeeb293d7ce29e94878e7d1027005be,4630258,2026-01-16T16:21:07,Haralabidis_TD,IKTD_Minus_6,nan,50,151,200,Solve_Succeeded,True,True,898,1.6520491918776448e-09,2.406975049771003e-06,-118.0624699927542,-7.105,7.105,0.7993,-6.4763,11.816282,-0.2896,0.209034,0.056,0.26503,see_logs,
pred_sprinting_data_27-October-2023__11-17-52___IKTD_Plus_2.mat,C:\Users\T11648sTb\Documents\VSCODE\Pred_Sim_Sprinting\Pred_Sim_Sprinting\Results\pred_sprinting_data_27-October-2023__11-17-52___IKTD_Plus_2.mat,2a9f4a6a0b302094d75d39deb02933642aedbf43cc1f22cc233bfec754c68160,4618389,2026-01-16T16:21:07,Haralabidis_TD,IKTD_Plus_2,nan,50,151,200,Solve_Succeeded,True,True,542,1.389961933563274e-08,1.3649444400343596e-06,-118.39663746752115,-7.501,7.501,0.4033,-7.4805,11.849747,-0.0072,0.208443,0.056,0.26444,see_logs,
pred_sprinting_data_28-October-2023__16-43-06___IKTD_Plus_4.mat,C:\Users\T11648sTb\Documents\VSCODE\Pred_Sim_Sprinting\Pred_Sim_Sprinting\Results\pred_sprinting_data_28-October-2023__16-43-06___IKTD_Plus_4.mat,01c1e73857b4f556bb77c39c10a44d33cafafe6e97a956f7c1ab820bb81107c1,4616015,2026-01-16T16:21:07,Haralabidis_TD,IKTD_Plus_4,nan,50,151,200,Solve_Succeeded,True,True,587,2.8858905265494172e-09,1.5014906438099536e-06,-118.31100163449001,-7.3218,7.3218,0.5825,-7.4351,11.841271,-0.0788,0.208592,0.056,0.26459,see_logs,
pred_sprinting_data_26-October-2023__20-13-02___IKTD_Plus_6.mat,C:\Users\T11648sTb\Documents\VSCODE\Pred_Sim_Sprinting\Pred_Sim_Sprinting\Results\pred_sprinting_data_26-October-2023__20-13-02___IKTD_Plus_6.mat,e4c5eb415c5752749e500a3d115f49a6a890757f793486a78118a045fb52bf3c,4617117,2026-01-16T16:21:06,Haralabidis_TD,IKTD_Plus_6,nan,50,151,200,Solve_Succeeded,True,True,636,2.476926358463416e-09,2.735714840419195e-06,-118.1786117991921,-7.1676,7.1676,0.7367,-7.148,11.827933,-0.1913,0.208828,0.056,0.26483,see_logs,
pred_sprinting_data_23-July-2026__12-44-27___HamFascicle_m10.mat,C:\Users\T11648sTb\Documents\VSCODE\Pred_Sim_Sprinting\Pred_Sim_Sprinting\Results\pred_sprinting_data_23-July-2026__12-44-27___HamFascicle_m10.mat,6a644a58d4a78e7941cb3319cd5fe1006dde1b2229b546a337ec153bed1c8d6e,4598547,2026-07-23T12:44:27,Morphology_fascicle,HamFascicle_m10,-10.0,50,151,200,Solve_Succeeded,True,True,419,2.1810350331800133e-09,8.089508038689966e-07,-117.50740578423773,-6.0395,6.0395,1.8648,-5.4501,11.761143,-0.7549,0.210014,0.056,0.26601,see_logs,
pred_sprinting_data_23-July-2026__12-25-05___HamFascicle_m20.mat,C:\Users\T11648sTb\Documents\VSCODE\Pred_Sim_Sprinting\Pred_Sim_Sprinting\Results\pred_sprinting_data_23-July-2026__12-25-05___HamFascicle_m20.mat,c3edc1076a8cf264cd2dbdf1bc77b270cc0b9f9b379e898c06c518e27823f7df,4612781,2026-07-23T12:25:05,Morphology_fascicle,HamFascicle_m20,-20.0,50,151,200,Solve_Succeeded,True,True,527,5.850763903276834e-09,1.0348789722462418e-06,-116.6842327435363,-3.998,3.998,3.9063,-2.7578,11.678947,-1.4485,0.211492,0.056,0.26749,see_logs,
pred_sprinting_data_23-July-2026__12-01-11___HamFascicle_m30.mat,C:\Users\T11648sTb\Documents\VSCODE\Pred_Sim_Sprinting\Pred_Sim_Sprinting\Results\pred_sprinting_data_23-July-2026__12-01-11___HamFascicle_m30.mat,31714a33614a47d64fdf2ed5ddea79ea003df967e55cf4802fe803bc7c4767c4,4616816,2026-07-23T12:01:11,Morphology_fascicle,HamFascicle_m30,-30.0,50,151,200,Solve_Succeeded,True,True,445,3.8535128847533625e-08,1.2210314426722477e-06,-118.64390200023945,-6.7418,6.7418,1.1625,-7.6616,11.874244,0.1995,0.208013,0.056,0.26401,see_logs,
pred_sprinting_data_23-July-2026__11-39-49___HamFascicle_p00.mat,C:\Users\T11648sTb\Documents\VSCODE\Pred_Sim_Sprinting\Pred_Sim_Sprinting\Results\pred_sprinting_data_23-July-2026__11-39-49___HamFascicle_p00.mat,238ec77dc22cd53b0468c0db8e0420dfcce4afbd14a71878261181f840181494,4596458,2026-07-23T11:39:49,Morphology_fascicle,HamFascicle_p00,0.0,50,151,200,Solve_Succeeded,True,True,46,3.831047908284702e-08,1.5842803683924058e-06,-117.66956919690033,-7.4622,7.4622,0.4421,-7.2641,11.777385,-0.6179,0.209724,0.056,0.26572,see_logs,
pred_sprinting_data_23-July-2026__12-58-19___HamFascicle_p10.mat,C:\Users\T11648sTb\Documents\VSCODE\Pred_Sim_Sprinting\Pred_Sim_Sprinting\Results\pred_sprinting_data_23-July-2026__12-58-19___HamFascicle_p10.mat,f20dc67ea4e1efcd6e9a35e9fbcd0faeaa5f9f09a3476ce8c4224f4101375597,4599709,2026-07-23T12:58:19,Morphology_fascicle,HamFascicle_p10,10.0,50,151,200,Solve_Succeeded,True,True,299,5.07538710940337e-09,4.0288011940399174e-06,-117.34483337759255,-7.6975,7.6975,0.2068,-7.5726,11.744898,-0.892,0.210304,0.056,0.2663,see_logs,
pred_sprinting_data_23-July-2026__13-19-36___HamFascicle_p20.mat,C:\Users\T11648sTb\Documents\VSCODE\Pred_Sim_Sprinting\Pred_Sim_Sprinting\Results\pred_sprinting_data_23-July-2026__13-19-36___HamFascicle_p20.mat,d942b260448cbae806562b5c4b698a26de18d2456ec93d87329e4ea4231a71fa,4611848,2026-07-23T13:19:36,Morphology_fascicle,HamFascicle_p20,20.0,50,151,200,Solve_Succeeded,True,True,463,1.542098360966835e-08,2.011038895840322e-06,-116.78219976244446,-7.6816,7.6816,0.2227,-7.4108,11.688625,-1.3669,0.211317,0.056,0.26732,see_logs,
pred_sprinting_data_23-July-2026__14-27-40___HamStrength_m10.mat,C:\Users\T11648sTb\Documents\VSCODE\Pred_Sim_Sprinting\Pred_Sim_Sprinting\Results\pred_sprinting_data_23-July-2026__14-27-40___HamStrength_m10.mat,7a22ffdb218e3a095ebe2d6635139654fbb7c45f7897a2ae6d167b843f4d82b3,4611522,2026-07-23T14:27:40,Morphology_strength,HamStrength_m10,-10.0,50,151,200,Solve_Succeeded,True,True,670,3.557579782508025e-10,6.71551794227951e-07,-116.87156090960791,-7.4979,7.4979,0.4064,-6.9829,11.697581,-1.2913,0.211155,0.056,0.26715,see_logs,
pred_sprinting_data_23-July-2026__13-57-30___HamStrength_m20.mat,C:\Users\T11648sTb\Documents\VSCODE\Pred_Sim_Sprinting\Pred_Sim_Sprinting\Results\pred_sprinting_data_23-July-2026__13-57-30___HamStrength_m20.mat,5e804dc6d911bd5efe23e7cbbf7f067dfeea4d98f3f0be78c61f390b0e3adf86,4603417,2026-07-23T13:57:30,Morphology_strength,HamStrength_m20,-20.0,50,151,200,Solve_Succeeded,True,True,409,3.5128540783929116e-09,1.2527115467425335e-06,-115.96074437230634,-7.5292,7.5292,0.3751,-6.4962,11.606441,-2.0604,0.212813,0.056,0.26881,see_logs,
pred_sprinting_data_23-July-2026__13-39-20___HamStrength_m30.mat,C:\Users\T11648sTb\Documents\VSCODE\Pred_Sim_Sprinting\Pred_Sim_Sprinting\Results\pred_sprinting_data_23-July-2026__13-39-20___HamStrength_m30.mat,eaeecb47c536c659a4e842cfd7db0d08847b2a9c7a24b13ceb5668c7b7e3faa0,4606890,2026-07-23T13:39:20,Morphology_strength,HamStrength_m30,-30.0,50,151,200,Solve_Succeeded,True,True,330,3.58231444156942e-08,3.201709232343559e-06,-114.86310908729567,-7.456,7.456,0.4483,-5.6921,11.496735,-2.9861,0.214844,0.056,0.27084,see_logs,
pred_sprinting_data_23-July-2026__14-46-45___HamStrength_p10.mat,C:\Users\T11648sTb\Documents\VSCODE\Pred_Sim_Sprinting\Pred_Sim_Sprinting\Results\pred_sprinting_data_23-July-2026__14-46-45___HamStrength_p10.mat,7555cb728df227e8fc8843b8fc54ecad3b36b68eaed52a32a6bfc6409d32d702,4607369,2026-07-23T14:46:45,Morphology_strength,HamStrength_p10,10.0,50,151,200,Solve_Succeeded,True,True,421,5.3381123495980736e-09,1.940752945286207e-06,-118.3651794288687,-7.2601,7.2601,0.6442,-7.4335,11.846992,-0.0305,0.208492,0.056,0.26449,see_logs,
pred_sprinting_data_23-July-2026__15-02-22___HamStrength_p20.mat,C:\Users\T11648sTb\Documents\VSCODE\Pred_Sim_Sprinting\Pred_Sim_Sprinting\Results\pred_sprinting_data_23-July-2026__15-02-22___HamStrength_p20.mat,90e8f7a6d3f2b816e97123a2658ce5eff2771eb23b0db546eaccccb552038654,4607830,2026-07-23T15:02:22,Morphology_strength,HamStrength_p20,20.0,50,151,200,Solve_Succeeded,True,True,355,6.074801550681741e-09,1.251883779361624e-06,-118.96409111846984,-6.9975,6.9975,0.9068,-7.4417,11.906912,0.4751,0.207443,0.056,0.26344,see_logs,
pred_sprinting_data_26-October-2023__10-52-28___Nominal.mat,C:\Users\T11648sTb\Documents\VSCODE\Pred_Sim_Sprinting\Pred_Sim_Sprinting\Results\pred_sprinting_data_26-October-2023__10-52-28___Nominal.mat,9ed4b1ac21bf7131e8a4c78e2684e9a33b1347ddce5473a899cbfc2bf9509dcb,4616610,2026-01-16T16:21:06,Nominal,nominal,0.0,50,151,200,Solve_Succeeded,True,True,691,4.334158062011491e-08,4.732169233738251e-06,-118.40635774357376,-7.9043,7.9043,0.0,-7.5029,11.850605,0.0,0.208428,0.056,0.26443,see_logs,
pred_sprinting_data_03-February-2026__18-04-46___Nominal.mat,C:\Users\T11648sTb\Documents\VSCODE\Pred_Sim_Sprinting\Pred_Sim_Sprinting\Results\pred_sprinting_data_03-February-2026__18-04-46___Nominal.mat,d6a83f2a743ad88f35c796391439fc11fe804e5b91306648846e025c6b1d5720,4629104,2026-02-03T18:04:47,Nominal,nominal,0.0,50,151,200,Solve_Succeeded,True,True,1110,2.7992570134033742e-08,8.509733130746794e-06,-117.66955447033132,-7.4626,7.4626,0.4417,-7.2642,11.777384,-0.6179,0.209724,0.056,0.26572,see_logs,
pred_sprinting_data_04-February-2026__12-27-31___Nominal.mat,C:\Users\T11648sTb\Documents\VSCODE\Pred_Sim_Sprinting\Pred_Sim_Sprinting\Results\pred_sprinting_data_04-February-2026__12-27-31___Nominal.mat,974d8ff21273b8e1b06a65b3c13676a809120dee2e266a22491a236aa219cecb,4629106,2026-02-04T12:27:31,Nominal,nominal,0.0,50,151,200,Solve_Succeeded,True,True,1110,2.7992570134033742e-08,8.509733130746794e-06,-117.66955447033132,-7.4626,7.4626,0.4417,-7.2642,11.777384,-0.6179,0.209724,0.056,0.26572,see_logs,
pred_sprinting_data_10-April-2026__16-29-40___Nominal.mat,C:\Users\T11648sTb\Documents\VSCODE\Pred_Sim_Sprinting\Pred_Sim_Sprinting\Results\pred_sprinting_data_10-April-2026__16-29-40___Nominal.mat,c75590b503864a82223da7304be944b2ae9b3bad1c61b1309a5b43c45c58738b,9165068,2026-04-10T16:29:40,Nominal,nominal,0.0,100,301,400,Solve_Succeeded,True,True,581,1.848035317496678e-08,3.4357000837754277e-06,-118.24468311631237,-7.987,7.987,0.0,-7.4649,11.83456,0.0,0.208711,0.056,0.26471,see_logs,
pred_sprinting_data_05-June-2026__22-51-57___PelvisShift_m02.mat,C:\Users\T11648sTb\Documents\VSCODE\Pred_Sim_Sprinting\Pred_Sim_Sprinting\Results\pred_sprinting_data_05-June-2026__22-51-57___PelvisShift_m02.mat,b712c1f6d87e2c549e8cf7c187b97347177dd879affc7b8bfc2896809c52f2cd,4633249,2026-06-05T22:51:57,PelvicShift,PelvisShift_m02,-2.0,50,151,200,Solved_To_Acceptable_Level,False,True,77,0.003004616494038368,0.7627415431904203,-114.95861483341878,-9.1988,9.1988,-1.2945,-9.1795,11.504101,-2.9239,0.214705,0.056,0.27071,see_logs,
pred_sprinting_data_15-August-2026__13-46-07___PelvisShift_m02_athSh.mat,C:\Users\T11648sTb\Documents\VSCODE\Pred_Sim_Sprinting\Pred_Sim_Sprinting\Results\pred_sprinting_data_15-August-2026__13-46-07___PelvisShift_m02_athSh.mat,408787ad297b00a6655d0688413b92840eb5118af70d331252eb48e7c2cf5b06,4609865,2026-08-15T13:46:07,PelvicShift,PelvisShift_m02_athSh,-2.0,50,151,200,Solved_To_Acceptable_Level,False,True,652,5.96245021809262e-08,0.0013098775880202298,-116.16437920823724,-9.7766,9.7766,-1.8723,-9.2866,11.626853,-1.8881,0.212439,0.056,0.26844,see_logs,
pred_sprinting_data_06-June-2026__00-28-35___PelvisShift_m04.mat,C:\Users\T11648sTb\Documents\VSCODE\Pred_Sim_Sprinting\Pred_Sim_Sprinting\Results\pred_sprinting_data_06-June-2026__00-28-35___PelvisShift_m04.mat,bee5a08d9b76069a5cf8cdc9d3f4032983b89cea6dbb0f379d5ebe8240824607,4624585,2026-06-06T00:28:35,PelvicShift,PelvisShift_m04,-4.0,50,151,200,Infeasible_Problem_Detected,False,False,407,0.01764015327379187,7444263.128280347,-107.63996933883494,-10.9626,10.9626,-3.0583,-11.2032,10.519823,-11.2297,0.219152,0.056,0.27515,see_logs,
pred_sprinting_data_06-June-2026__01-01-47___PelvisShift_m06.mat,C:\Users\T11648sTb\Documents\VSCODE\Pred_Sim_Sprinting\Pred_Sim_Sprinting\Results\pred_sprinting_data_06-June-2026__01-01-47___PelvisShift_m06.mat,d85c111bc06051e5a833d51830d6c8703651af7846af40e928f5ea444bc7d731,4618985,2026-06-06T01:01:47,PelvicShift,PelvisShift_m06,-6.0,50,151,200,Infeasible_Problem_Detected,False,False,442,0.05200067187907825,2256468.6824177075,-108.92194645172762,-12.9626,12.9626,-5.0583,-13.1082,10.620352,-10.3814,0.216713,0.056,0.27271,see_logs,
pred_sprinting_data_05-June-2026__16-27-09___PelvisShift_p00.mat,C:\Users\T11648sTb\Documents\VSCODE\Pred_Sim_Sprinting\Pred_Sim_Sprinting\Results\pred_sprinting_data_05-June-2026__16-27-09___PelvisShift_p00.mat,0e87ad81e8fbfc1f1265a1b60e43f005120a05aa684390832f4f7c6f953111bf,4504632,2026-06-05T16:27:09,PelvicShift,PelvisShift_p00,0.0,50,151,200,Solved_To_Acceptable_Level,False,True,2,6.75129622448985e-05,0.033501374771075544,-117.6695631887247,-7.4631,7.4631,0.4412,-7.2648,11.777385,-0.6179,0.209724,0.056,0.26572,see_logs,
pred_sprinting_data_06-June-2026__01-45-17___PelvisShift_p02.mat,C:\Users\T11648sTb\Documents\VSCODE\Pred_Sim_Sprinting\Pred_Sim_Sprinting\Results\pred_sprinting_data_06-June-2026__01-45-17___PelvisShift_p02.mat,b3fd894f3f0fe6c4c9ea5c32c244b70b7e8a2c521fcbaf66865da83aa0949897,4607903,2026-06-06T01:45:17,PelvicShift,PelvisShift_p02,2.0,50,151,200,Solve_Succeeded,True,True,456,3.272094652668631e-08,2.2663860555050615e-06,-117.6452140720645,-5.9573,5.9573,1.947,-5.7106,11.775021,-0.6378,0.209766,0.056,0.26577,see_logs,
pred_sprinting_data_06-June-2026__02-36-44___PelvisShift_p04.mat,C:\Users\T11648sTb\Documents\VSCODE\Pred_Sim_Sprinting\Pred_Sim_Sprinting\Results\pred_sprinting_data_06-June-2026__02-36-44___PelvisShift_p04.mat,aaa69331e1682f5ca242d22faf12fcaacc6a80a1d9a3e92547e191784da545a0,4626062,2026-06-06T02:36:44,PelvicShift,PelvisShift_p04,4.0,50,151,200,Solved_To_Acceptable_Level,False,True,579,2.277960187597485e-06,0.00754210143376504,-117.52524237173846,-3.9321,3.9321,3.9722,-3.6251,11.762908,-0.74,0.209982,0.056,0.26598,see_logs,
pred_sprinting_data_06-June-2026__03-43-20___PelvisShift_p06.mat,C:\Users\T11648sTb\Documents\VSCODE\Pred_Sim_Sprinting\Pred_Sim_Sprinting\Results\pred_sprinting_data_06-June-2026__03-43-20___PelvisShift_p06.mat,a710506b4c52ce01ef26f56075c64ce0a0f5e03ba6f9a7639e6079b8aeef8ba8,4628470,2026-06-06T03:43:20,PelvicShift,PelvisShift_p06,6.0,50,151,200,Maximum_Iterations_Exceeded,False,False,700,1.900935693126535e-06,0.004409286168949577,-117.38348791156476,-1.9456,1.9456,5.9587,-1.5433,11.748587,-0.8609,0.210238,0.056,0.26624,see_logs,
pred_sprinting_data_24-June-2026__13-05-45___PelvisTD_m2.mat,C:\Users\T11648sTb\Documents\VSCODE\Pred_Sim_Sprinting\Pred_Sim_Sprinting\Results\pred_sprinting_data_24-June-2026__13-05-45___PelvisTD_m2.mat,d6e4692d7a1a65a19ad81d709899c422b7c2b5e6ce387805992c23500670dc2d,4617732,2026-06-24T13:05:45,PelvicTD_standard,PelvisTD_m2,-2.0,50,151,200,Solve_Succeeded,True,True,601,5.964968639482069e-09,1.6806203239058426e-06,-117.08100663804738,-9.4626,9.4626,-1.5583,-8.3207,11.718642,-1.1136,0.210775,0.056,0.26678,see_logs,
pred_sprinting_data_24-June-2026__13-12-57___PelvisTD_m4.mat,C:\Users\T11648sTb\Documents\VSCODE\Pred_Sim_Sprinting\Pred_Sim_Sprinting\Results\pred_sprinting_data_24-June-2026__13-12-57___PelvisTD_m4.mat,378eab8110bec82bbf57ed3b5b68970138fe546ec2bbcfc3225ff611ffa72276,4593764,2026-06-24T13:12:57,PelvicTD_standard,PelvisTD_m4,-4.0,50,151,200,Infeasible_Problem_Detected,False,False,130,0.026998883714909633,15560.911989500506,-92.61452700476524,-9.9156,9.9156,-2.0113,-8.7031,9.16137,-22.6928,0.205816,0.056,0.26182,see_logs,
pred_sprinting_data_24-June-2026__11-31-04___PelvisTD_m6.mat,C:\Users\T11648sTb\Documents\VSCODE\Pred_Sim_Sprinting\Pred_Sim_Sprinting\Results\pred_sprinting_data_24-June-2026__11-31-04___PelvisTD_m6.mat,67c1234c37f8e49ca78197aff6d7d2f9272fd90cbbfa687b22cdc5462774f38c,4591925,2026-06-24T11:31:04,PelvicTD_standard,PelvisTD_m6,-6.0,50,151,200,Infeasible_Problem_Detected,False,False,253,0.061912323309333994,101.8310471448821,-98.73638582082161,-9.9156,9.9156,-2.0113,-8.7421,9.608626,-18.9187,0.207579,0.056,0.26358,see_logs,
pred_sprinting_data_24-June-2026__14-51-19___PelvisTD_m6.mat,C:\Users\T11648sTb\Documents\VSCODE\Pred_Sim_Sprinting\Pred_Sim_Sprinting\Results\pred_sprinting_data_24-June-2026__14-51-19___PelvisTD_m6.mat,9416e259d7f2f3cc60b6eaa8672f51e74d2df8009cae31b91ca0f55e3b08b8d9,4591921,2026-06-24T14:51:19,PelvicTD_standard,PelvisTD_m6,-6.0,50,151,200,Infeasible_Problem_Detected,False,False,253,0.061912323309333994,101.8310471448821,-98.73638582082161,-9.9156,9.9156,-2.0113,-8.7421,9.608626,-18.9187,0.207579,0.056,0.26358,see_logs,
pred_sprinting_data_24-June-2026__12-41-28___PelvisTD_p0.mat,C:\Users\T11648sTb\Documents\VSCODE\Pred_Sim_Sprinting\Pred_Sim_Sprinting\Results\pred_sprinting_data_24-June-2026__12-41-28___PelvisTD_p0.mat,d22cfdb3707c8cab3b7329a74d0b0c10cc6840276e438ea7236a10722aed04ef,4618612,2026-06-24T12:41:28,PelvicTD_standard,PelvisTD_p0,0.0,50,151,200,Solve_Succeeded,True,True,688,9.212190662832998e-09,2.2269196571545135e-06,-117.65774857217478,-7.4626,7.4626,0.4417,-7.2975,11.776038,-0.6292,0.209748,0.056,0.26575,see_logs,
pred_sprinting_data_24-June-2026__13-38-15___PelvisTD_p2.mat,C:\Users\T11648sTb\Documents\VSCODE\Pred_Sim_Sprinting\Pred_Sim_Sprinting\Results\pred_sprinting_data_24-June-2026__13-38-15___PelvisTD_p2.mat,89022a3af4d7919f67d7b45a0f2416a81f65408fb5953c97d5188a613dd61269,4614396,2026-06-24T13:38:15,PelvicTD_standard,PelvisTD_p2,2.0,50,151,200,Solve_Succeeded,True,True,614,1.0219614255737937e-08,5.5905560501694565e-06,-117.63188513646872,-5.4626,5.4626,2.4417,-5.3578,11.773439,-0.6512,0.209794,0.056,0.26579,see_logs,
pred_sprinting_data_24-June-2026__14-06-26___PelvisTD_p4.mat,C:\Users\T11648sTb\Documents\VSCODE\Pred_Sim_Sprinting\Pred_Sim_Sprinting\Results\pred_sprinting_data_24-June-2026__14-06-26___PelvisTD_p4.mat,380dd231c440f651ad0ab0c24e7efdd1aaed4d9ac678097d911ce93db50ea82a,4609354,2026-06-24T14:06:26,PelvicTD_standard,PelvisTD_p4,4.0,50,151,200,Solve_Succeeded,True,True,693,1.3338862153822203e-08,1.4489949463071222e-06,-117.49655673798536,-3.4626,3.4626,4.4417,-3.388,11.760081,-0.7639,0.210033,0.056,0.26603,see_logs,
pred_sprinting_data_24-June-2026__11-58-51___PelvisTD_p6.mat,C:\Users\T11648sTb\Documents\VSCODE\Pred_Sim_Sprinting\Pred_Sim_Sprinting\Results\pred_sprinting_data_24-June-2026__11-58-51___PelvisTD_p6.mat,ca2ddcc3d7fb4ffbafb7804120f045f263304858cc195c2e6f50c7abd3f339d6,4621818,2026-06-24T11:58:51,PelvicTD_standard,PelvisTD_p6,6.0,50,151,200,Solve_Succeeded,True,True,677,2.403821993953018e-08,8.872575178548942e-07,-117.3461047226394,-1.4626,1.4626,6.4417,-1.3371,11.744775,-0.893,0.210306,0.056,0.26631,see_logs,
